OSS;MATRICOLA;CODICE_COMPAGNIA;RAGIONE_SOCIALE
2758;A000012521;A357S;ASSIMOCO VITA S.P.A. COMPAGNIA DI ASSICURAZIONE SULLA VITA
2759;A000012521;A418S;BCC ASSICURAZIONI S.P.A.
2760;A000012521;A452S;BCC VITA S.P.A. COMPAGNIA DI ASSICURAZIONI VITA
2761;A000012522;A037S;AXA ASSICURAZIONI S.P.A.
2762;A000012522;A077S;ZURICH INVESTMENTS LIFE S.P.A.
2763;A000012522;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
2764;A000012522;C399R;INTER PARTNER ASSISTANCE SA
2765;A000012522;D857R;TIROLER VERSICHERUNG V.A.G
2766;A000012522;D866R;ZURICH INSURANCE EUROPE AG
2767;A000012522;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
2768;A000012522;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
2769;A000012522;X497R;ZURICH INSURANCE COMPANY LTD
2770;A000012531;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
2771;A000012531;A183S;ITAS VITA S.P.A.
2772;A000012532;A037S;AXA ASSICURAZIONI S.P.A.
2773;A000012532;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
2774;A000012532;C399R;INTER PARTNER ASSISTANCE SA
2775;A000012532;D870R;AXA LIFE EUROPE DAC
2776;A000012533;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
2777;A000012533;A183S;ITAS VITA S.P.A.
2778;A000012539;A077S;ZURICH INVESTMENTS LIFE S.P.A.
2779;A000012539;D866R;ZURICH INSURANCE EUROPE AG
2780;A000012539;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
2781;A000012539;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
2782;A000012539;X497R;ZURICH INSURANCE COMPANY LTD
2783;A000012540;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
2784;A000012540;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
2785;A000012540;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
2786;A000012540;D857R;TIROLER VERSICHERUNG V.A.G
2787;A000012540;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
2788;A000012541;A463S;ALLIANZ SOCIETA' PER AZIONI
2789;A000012541;A505S;UNIPOL ASSICURAZIONI S.P.A.
2790;A000012541;D878R;ALLIANZ GLOBAL LIFE DAC
2791;A000012541;D891R;AWP P&C S.A.
2792;A000012548;A077S;ZURICH INVESTMENTS LIFE S.P.A.
2793;A000012548;D866R;ZURICH INSURANCE EUROPE AG
2794;A000012548;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
2795;A000012548;X497R;ZURICH INSURANCE COMPANY LTD
2796;A000012549;A077S;ZURICH INVESTMENTS LIFE S.P.A.
2797;A000012549;D866R;ZURICH INSURANCE EUROPE AG
2798;A000012549;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
2799;A000012549;X497R;ZURICH INSURANCE COMPANY LTD
2800;A000012555;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
2801;A000012555;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
2802;A000012555;A183S;ITAS VITA S.P.A.
2803;A000012559;A135S;VITTORIA ASSICURAZIONI S.P.A.
2804;A000012560;A044S;GENERALI ITALIA S.P.A.
2805;A000012560;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
2806;A000012560;A079M;ASSICURAZIONI RISCHI AGRICOLI VMG 1857 S.P.A.
2807;A000012560;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
2808;A000012560;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
2809;A000012566;A342S;UNISALUTE S.P.A.
2810;A000012566;A505S;UNIPOL ASSICURAZIONI S.P.A.
2811;A000012574;A044S;GENERALI ITALIA S.P.A.
2812;A000012574;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
2813;A000012574;A390S;EUROP ASSISTANCE ITALIA S.P.A.
2814;A000012574;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
2815;A000012574;D866R;ZURICH INSURANCE EUROPE AG
2816;A000012574;X497R;ZURICH INSURANCE COMPANY LTD
2817;A000012575;A044S;GENERALI ITALIA S.P.A.
2818;A000012581;A463S;ALLIANZ SOCIETA' PER AZIONI
2819;A000012581;D878R;ALLIANZ GLOBAL LIFE DAC
2820;A000012582;40646;EUROHERC OSIGURANJE D.D.
2821;A000012582;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
2822;A000012582;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
2823;A000012582;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
2824;A000012582;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
2825;A000012582;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
2826;A000012582;A463S;ALLIANZ SOCIETA' PER AZIONI
2827;A000012582;A484S;TUTELA LEGALE S.P.A.
2828;A000012582;A505S;UNIPOL ASSICURAZIONI S.P.A.
2829;A000012582;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
2830;A000012582;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
2831;A000012582;D969R;ADRIATIC OSIGURANJE D.D.
2832;A000012582;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
2833;A000012584;A044S;GENERALI ITALIA S.P.A.
2834;A000012584;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
2835;A000012588;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
2836;A000012588;A079M;ASSICURAZIONI RISCHI AGRICOLI VMG 1857 S.P.A.
2837;A000012588;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
2838;A000012588;A339S;CNP VITA ASSICURA S.P.A.
2839;A000012588;A390S;EUROP ASSISTANCE ITALIA S.P.A.
2840;A000012588;A463S;ALLIANZ SOCIETA' PER AZIONI
2841;A000012588;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
2842;A000012589;A463S;ALLIANZ SOCIETA' PER AZIONI
2843;A000012589;D878R;ALLIANZ GLOBAL LIFE DAC
2844;A000012589;D891R;AWP P&C S.A.
2845;A000012589;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
2846;A000012594;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
2847;A000012594;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
2848;A000012594;A505S;UNIPOL ASSICURAZIONI S.P.A.
2849;A000012596;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
2850;A000012596;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
2851;A000012596;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
2852;A000012598;A044S;GENERALI ITALIA S.P.A.
2853;A000012598;A079M;ASSICURAZIONI RISCHI AGRICOLI VMG 1857 S.P.A.
2854;A000012598;A390S;EUROP ASSISTANCE ITALIA S.P.A.
2855;A000012600;A037S;AXA ASSICURAZIONI S.P.A.
2856;A000012600;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
2857;A000012600;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
2858;A000012600;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
2859;A000012600;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
2860;A000012600;C399R;INTER PARTNER ASSISTANCE SA
2861;A000012600;D857R;TIROLER VERSICHERUNG V.A.G
2862;A000012600;D870R;AXA LIFE EUROPE DAC
2863;A000012600;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
2864;A000012601;A044S;GENERALI ITALIA S.P.A.
2865;A000012601;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
2866;A000012601;A390S;EUROP ASSISTANCE ITALIA S.P.A.
2867;A000012602;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
2868;A000012602;A294S;SARA VITA S.P.A.
2869;A000012607;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
2870;A000012607;A463S;ALLIANZ SOCIETA' PER AZIONI
2871;A000012607;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
2872;A000012607;D878R;ALLIANZ GLOBAL LIFE DAC
2873;A000012607;D891R;AWP P&C S.A.
2874;A000012608;A044S;GENERALI ITALIA S.P.A.
2875;A000012608;A390S;EUROP ASSISTANCE ITALIA S.P.A.
2876;A000012608;A463S;ALLIANZ SOCIETA' PER AZIONI
2877;A000012608;A505S;UNIPOL ASSICURAZIONI S.P.A.
2878;A000012608;D866R;ZURICH INSURANCE EUROPE AG
2879;A000012608;D878R;ALLIANZ GLOBAL LIFE DAC
2880;A000012608;D891R;AWP P&C S.A.
2881;A000012608;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
2882;A000012608;X497R;ZURICH INSURANCE COMPANY LTD
2883;A000012613;A342S;UNISALUTE S.P.A.
2884;A000012613;A505S;UNIPOL ASSICURAZIONI S.P.A.
2885;A000012616;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
2886;A000012616;A294S;SARA VITA S.P.A.
2887;A000012622;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
2888;A000012622;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
2889;A000012622;A183S;ITAS VITA S.P.A.
2890;A000012622;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
2891;A000012622;A341S;ARCA VITA S.P.A.
2892;A000012622;A357S;ASSIMOCO VITA S.P.A. COMPAGNIA DI ASSICURAZIONE SULLA VITA
2893;A000012622;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
2894;A000012622;A417S;ARCA ASSICURAZIONI S.P.A.
2895;A000012622;A418S;BCC ASSICURAZIONI S.P.A.
2896;A000012622;A419S;INTESA SANPAOLO PROTEZIONE S.P.A.
2897;A000012622;A452S;BCC VITA S.P.A. COMPAGNIA DI ASSICURAZIONI VITA
2898;A000012622;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
2899;A000012622;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
